Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,"220,439,110",Total ARB Credits Retired:,"163,158,520"
ACR416,CAFR5416-B,ACR416,Forest,COP,3/1/19,2/29/20,2020,"451,061"," 	71,589 ",5/11/21,3 years,11/23/21,2/29/20,Finite Carbon – Meriwether IFM,"Meriwether Minnesota Land & Timber, LLC","S&A Carbon, LLC",MN,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=416, 	-   ,0,0,0,"99,956","18,137",0,0,n/a," 	332,968 "," 	379,472 ",2021,ACR,,,,,,
ACR416,CAFR5416-C,ACR416,Forest,COP,3/1/20,2/28/21,2021,"237,115"," 	41,704 ",11/23/21,8 years,n/a,2/28/21,Finite Carbon – Meriwether IFM,"Meriwether Minnesota Land & Timber, LLC","Ruby Canyon Environmental, Inc.",MN,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=416, 	-   ,0,0,0,0,0,0,0,n/a," 	237,115 "," 	199,482 ",2021,ACR,,,,,,
ACR417,CAFR5417-A,ACR417,Forest,COP,4/18/18,10/17/18,2018,"844,499"," 	148,530 ",9/10/19,3 years,10/12/21,10/17/18,Bluesource – Baskahegan Improved Forest Management Project,Baskahegan Company,"S&A Carbon, LLC",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=417, 	-   ,"3,200",0,0,"223,541","3,030","355,842",0,"3,200 credits were voluntarily retired in January 2020."," 	258,886 "," 	695,969 ",2019,ACR,,,,,,
ACR417,CAFR5417-B,ACR417,Forest,COP,10/18/18,10/17/19,2019,"153,753"," 	27,043 ",10/12/21,8 years,n/a,10/17/19,Bluesource – Baskahegan Improved Forest Management Project,Baskahegan Company,"Ruby Canyon Environmental, Inc.",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=417, 	-   ,0,0,0,"103,703","7,304","5,000",0,n/a," 	37,746 "," 	126,710 ",2021,ACR,,,,,,
ACR417,CAFR5417-C,ACR417,Forest,COP,10/18/19,10/17/20,2020,"107,865"," 	18,972 ",10/12/21,8 years,n/a,10/17/20,Bluesource – Baskahegan Improved Forest Management Project,Baskahegan Company,"Ruby Canyon Environmental, Inc.",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=417, 	-   ,0,0,0,"65,603",0,0,0,n/a," 	42,262 "," 	88,893 ",2021,ACR,,,,,,
ACR418,CAMM5418-A,ACR418,MMC,COP,5/9/17,3/3/19,2019,"23,060",n/a,8/13/19,3 years,9/22/20,3/3/19,WMMC1,"ECC Bethany, Inc.",SCS Engineers,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=418,n/a,0,0,0,0,"23,060",0,0,n/a, 	-   ,,2019,ACR,,,,,,
ACR418,CAMM5418-B,ACR418,MMC,COP,3/4/19,3/3/20,2020,"10,442",n/a,9/22/20,3 years,8/24/21,3/3/20,WMMC1,"ECC Bethany, Inc.","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=418,n/a,0,0,0,"5,702",0,"4,740",0,n/a, 	-   ," 	10,442 ",2020,ACR,,,,,,
ACR418,CAMM5418-C,ACR418,MMC,COP,3/4/20,3/3/21,2021,"4,402",n/a,8/24/21,8 years,n/a,3/3/21,WMMC1,"ECC Bethany, Inc.","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=418,n/a,0,0,0,0,0,0,0,n/a," 	4,402 "," 	4,402 ",2021,ACR,,,,,,
ACR419,CAOD5419-A,ACR419,ODS,COP,4/30/18,5/3/18,2018,"132,126",n/a,6/26/18,3 years,5/12/20,5/3/18,Tradewater ODS 12,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=419,n/a,0,0,"18,067","10,965","5,595",0,0,n/a," 	97,499 "," 	132,126 ",2018,ACR,,,,,,
ACR420,CAFR5420-A,ACR420,Forest,COP,4/13/18,10/12/18,2018,"2,559,626"," 	223,043 ",9/22/20,8 years,n/a,10/12/18,Finite Carbon – Sealaska 2 Native Alaskan IFM,Sealaska Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=420, 	-   ,0,0,0,"2,200,739","24,406","61,640",0,n/a," 	272,841 "," 	2,153,385 ",2020,ACR,,,,,,
ACR423,CAFR5423-A,ACR423,Forest,COP,4/25/18,10/25/18,2018,"28,048"," 	4,936 ",1/28/20,8 years,n/a,10/25/18,Forest Carbon Works Stewart Family Forest Project,Janice Stewart,"S&A Carbon, LLC",OR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=423, 	-   ,0,0,0,0,0,"23,112",0,n/a," 	4,936 "," 	23,112 ",2020,ACR,,,,,,
ACR425,CAFR5425-A,ACR425,Forest,COP,6/6/18,3/31/19,2019,"447,700"," 	47,353 ",8/11/20,8 years,n/a,3/31/19,Bluesource – Goldbelt Improved Forest Management Project,"Goldbelt, Inc.","S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=425, 	-   ,0,0,0,"92,451","14,465","18,837",0,n/a," 	321,947 "," 	368,959 ",2020,ACR,,,,,,
ACR425,CAFR5425-B,ACR425,Forest,COP,4/1/19,3/31/20,2020,"28,220"," 	2,985 ",3/9/21,8 years,n/a,3/31/20,Bluesource – Goldbelt Improved Forest Management Project,"Goldbelt, Inc.","S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=425, 	-   ,0,0,0,"25,235",0,0,0,n/a," 	2,985 "," 	29,074 ",2021,ACR,,,,,,
ACR426,CAOD5426-A,ACR426,ODS,COP,7/13/18,7/16/18,2018,"140,145",n/a,9/25/18,3 years,8/13/19,7/16/18,Tradewater ODS 13,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=426,n/a,0,0,"109,231",0,0,0,0,n/a," 	30,914 "," 	140,145 ",2018,ACR,,,,,,
ACR427,CAFR5427-A,ACR427,Forest,COP,6/15/18,12/14/18,2018,"1,248,717"," 	228,033 ",9/8/20,8 years,n/a,12/14/18,The Nature Conservancy – Upper St. John Forest IFM Project,The Nature Conservancy,"S&A Carbon, LLC",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=427, 	-   ,0,0,0,"741,401",0,"257,821",0,n/a," 	249,495 "," 	1,067,934 ",2020,ACR,,,,,,
ACR427,CAFR5427-B,ACR427,Forest,COP,12/15/18,12/14/19,2019,"171,758"," 	30,209 ",2/9/21,8 years,n/a,12/14/19,The Nature Conservancy – Upper St. John Forest IFM Project,The Nature Conservancy,"S&A Carbon, LLC",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=427, 	-   ,0,0,0,"1,084",0,0,0,n/a," 	170,674 "," 	141,549 ",2021,ACR,,,,,,
ACR427,CAFR5427-C,ACR427,Forest,COP,12/15/19,12/14/20,2020,"155,790"," 	27,400 ",10/26/21,8 years,n/a,12/14/20,The Nature Conservancy – Upper St. John Forest IFM Project,The Nature Conservancy,"S&A Carbon, LLC",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=427, 	-   ,"28,390",0,0,0,0,0,0,"28,390 credits were voluntarily retired in September 2022."," 	127,400 "," 	128,390 ",2021,ACR,,,,,,
ACR427,CAFR5427-D,ACR427,Forest,COP,12/15/20,12/14/21,2021,"145,182"," 	25,535 ",10/25/22,8 years,n/a,12/14/21,The Nature Conservancy – Upper St. John Forest IFM Project,The Nature Conservancy,"S&A Carbon, LLC",ME,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=427, 	-   ,0,0,0,0,0,0,0,n/a," 	145,182 "," 	119,647 ",2022,ACR,,,,,,
ACR428,CAFR5428-A,ACR428,Forest,COP,7/25/18,7/24/19,2019,"1,028,121"," 	89,590 ",10/27/20,8 years,n/a,7/24/19,Finite Carbon – Huna Totem Native Alaskan IFM,Huna Totem Corporation,SCS Global Services,AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=428, 	-   ,0,0,0,"938,531",0,0,0,n/a," 	89,590 "," 	938,531 ",2020,ACR,,,,,,
ACR429,CAOD5429-A,ACR429,ODS,COP,9/4/18,9/7/18,2018,"141,087",n/a,10/23/18,3 years,8/13/19,9/7/18,Tradewater ODS 14,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=429,n/a,0,0,"100,000","41,087",0,0,0,n/a, 	-   ," 	141,087 ",2018,ACR,,,,,,
ACR431,CAOD5431-A,ACR431,ODS,COP,10/4/18,10/11/18,2018,"52,322",n/a,1/8/19,3 years,8/13/19,10/11/18,Tradewater ODS 15,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=431,n/a,0,0,0,0,0,0,0,n/a," 	52,322 "," 	52,322 ",2019,ACR,,,,,,
ACR432,CAOD5432-A,ACR432,ODS,COP,11/8/18,11/25/18,2018,"21,967",n/a,2/12/19,8 years,n/a,11/25/18,Hudson Tech 2018-1,Hudson Technologies Company,"Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=432,n/a,0,0,0,"19,469",0,0,0,n/a," 	2,498 "," 	21,967 ",2019,ACR,,,,,,
ACR433,CAOD5433-A,ACR433,ODS,COP,10/16/18,10/18/18,2018,"148,592",n/a,1/8/19,3 years,12/18/19,10/18/18,Tradewater ODS 16,"Tradewater, LLC","SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=433,n/a,0,0,0,"100,000",914,0,0,n/a," 	47,678 "," 	148,592 ",2019,ACR,,,,,,
ACR435,CAOD5435-A,ACR435,ODS,COP,11/3/18,11/5/18,2018,"105,029",n/a,1/8/19,3 years,12/18/19,11/5/18,Tradewater ODS 17,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=435,n/a,0,0,0,0,0,0,0,n/a," 	105,029 "," 	105,029 ",2019,ACR,,,,,,
ACR436,CAOD5436-A,ACR436,ODS,COP,11/22/18,11/23/18,2018,"96,146",n/a,1/22/19,3 years,12/10/19,11/23/18,Tradewater ODS 18,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=436,n/a,0,0,0,0,0,0,0,n/a," 	96,146 "," 	96,146 ",2019,ACR,,,,,,
ACR437,CAFR5437-A,ACR437,Forest,COP,10/30/18,10/31/19,2019,"6,245,451"," 	1,098,450 ",9/22/20,8 years,n/a,10/31/19,Bluesource – Cumberland Mountains Improved Forest Management Project,"Appalachian Forests A, LLC","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=437, 	-   ,0,0,0,"159,820","8,646",0,0,n/a," 	6,076,985 "," 	5,149,994 ",2020,ACR,,,,,,
ACR439,CAFR5439-A,ACR439,Forest,COP,1/31/19,9/30/19,2019,"684,708"," 	120,426 ",3/9/21,3 years,12/13/22,9/30/19,Bluesource – Edge of Appalachia Improved Forest Management Project,The Nature Conservancy,"Ruby Canyon Environmental, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=439, 	-   ,712,0,0,"252,396",0,"63,926",0,712 credits were voluntarily retired in July 2021.," 	367,674 ",,2021,ACR,,,,,,
ACR439,CAFR5439-B,ACR439,Forest,COP,10/1/19,9/30/20,2020,"32,996"," 	5,804 ",12/13/22,8 years,n/a,9/30/20,Bluesource – Edge of Appalachia Improved Forest Management Project,The Nature Conservancy,"S&A Carbon, LLC",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=439, 	-   ,0,0,0,0,0,0,0,n/a," 	32,996 "," 	564,282 ",2022,ACR,,,,,,
ACR439,CAFR5439-C,ACR439,Forest,COP,10/1/20,9/30/21,2021,"38,221"," 	6,723 ",12/13/22,8 years,n/a,9/30/21,Bluesource – Edge of Appalachia Improved Forest Management Project,The Nature Conservancy,"S&A Carbon, LLC",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=439, 	-   ,0,0,0,0,0,0,0,n/a," 	38,221 "," 	31,498 ",2022,ACR,,,,,,
ACR442,CAOD5442-A,ACR442,ODS,COP,9/25/18,1/7/19,2019,"113,564",n/a,5/7/19,8 years,n/a,1/7/19,Coolgas 2019-2,"Coolgas, Inc.","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=442,n/a,0,0,0,"1,805",0,0,0,n/a," 	111,759 "," 	113,564 ",2019,ACR,,,,,,
ACR443,CAOD5443-A,ACR443,ODS,COP,11/27/18,1/21/19,2019,"114,871",n/a,6/25/19,3 years,6/7/22,1/21/19,A-Gas 2019-3,"Reclamation Technologies, Inc.","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=443,n/a,0,0,0,0,0,0,0,n/a," 	114,871 "," 	114,871 ",2019,ACR,,,,,,
ACR444,CAOD5444-A,ACR444,ODS,COP,2/15/19,3/31/19,2019,"88,307",n/a,8/13/19,3 years,12/22/20,3/31/19,A-Gas 2019-4,"Reclamation Technologies, Inc.","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=444,n/a,0,0,0,"39,529","29,110","11,367",0,n/a," 	8,301 "," 	88,307 ",2019,ACR,,,,,,
ACR445,CAOD5445-A,ACR445,ODS,COP,2/13/19,2/15/19,2019,"54,157",n/a,5/7/19,8 years,n/a,2/15/19,Hudson Tech 2019-1,Hudson Technologies Company,"Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=445,n/a,0,0,0,"41,266",0,"4,157",0,n/a," 	8,734 "," 	54,157 ",2019,ACR,,,,,,
ACR458,CAFR5458-A,ACR458,Forest,COP,1/18/19,7/17/19,2019,"340,863"," 	36,053 ",9/8/20,8 years,n/a,7/17/19,Bluesource – Haida Improved Forest Management Project,Haida Corporation,"S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=458, 	-   ,0,0,0,"291,303",0,0,0,n/a," 	49,560 "," 	304,810 ",2020,ACR,,,,,,
ACR458,CAFR5458-B,ACR458,Forest,COP,7/18/19,7/17/20,2020,"21,859"," 	2,312 ",7/27/21,8 years,n/a,7/17/20,Bluesource – Haida Improved Forest Management Project,Haida Corporation,"S&A Carbon, LLC",AK,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=458, 	-   ,0,0,0,"19,546",1,0,0,n/a," 	2,312 "," 	19,547 ",2021,ACR,,,,,,
ACR461,CAOD5461-A,ACR461,ODS,COP,1/28/19,1/30/19,2019,"85,284",n/a,4/23/19,3 years,1/14/20,1/30/19,Tradewater ODS 19,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=461,n/a,0,0,0,"63,979",0,0,0,n/a," 	21,305 "," 	85,284 ",2019,ACR,,,,,,
ACR467,CALS5030-D,ACR467,Livestock,COP,4/1/18,3/31/19,2019,"20,949",n/a,11/12/19,8 years,n/a,3/31/19,WTE Digester,"WTE, LLC","SES, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=467,n/a,0,0,0,0,0,"19,871",0,n/a," 	1,078 "," 	20,949 ",2019,ACR,,,,,,
ACR467,CALS5030-E,ACR467,Livestock,COP,4/1/19,3/31/20,2020,"16,367",n/a,12/22/20,8 years,n/a,3/31/20,WTE Digester,"WTE, LLC","SES, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=467,n/a,0,0,0,0,0,"16,367",0,n/a, 	-   ," 	16,367 ",2020,ACR,,,,,,
ACR468,CAOD5468-A,ACR468,ODS,COP,2/25/19,2/27/19,2019,"83,032",n/a,5/21/19,3 years,1/14/20,2/27/19,Tradewater ODS 20,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=468,n/a,0,0,0,"7,779",0,0,0,n/a," 	75,253 "," 	83,032 ",2019,ACR,,,,,,
ACR469,CAOD5469-A,ACR469,ODS,COP,3/7/19,4/22/19,2019,"44,551",n/a,7/23/19,8 years,n/a,4/22/19,Hudson Tech 2019-2,Hudson Technologies Company,"Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=469,n/a,0,0,0,0,0,"44,551",0,n/a, 	-   ," 	44,551 ",2019,ACR,,,,,,
ACR470,CAMM5470-A,ACR470,MMC,COP,3/1/19,8/31/19,2019,"9,329",n/a,8/25/20,3 years,11/22/22,8/31/19,Perennial CN9-1 AMM Flare Project,"Perennial CMM West Virginia, LLC",SCS Engineers,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=470,n/a,0,0,0,0,0,0,0,n/a," 	9,329 "," 	9,329 ",2020,ACR,,,,,,
ACR470,CAMM5470-B,ACR470,MMC,COP,9/1/19,8/31/20,2020,"19,994",n/a,11/22/22,3 years,3/21/23,8/31/20,Perennial CN9-1 AMM Flare Project,"Perennial CMM West Virginia, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=470,n/a,0,0,0,0,0,0,0,n/a," 	19,994 "," 	19,994 ",2022,ACR,,,,,,
ACR470,CAMM5470-C,ACR470,MMC,COP,9/1/20,8/31/21,2021,"15,962",n/a,11/22/22,3 years,3/21/23,8/31/21,Perennial CN9-1 AMM Flare Project,"Perennial CMM West Virginia, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=470,n/a,0,0,0,0,0,0,0,n/a," 	15,962 "," 	15,962 ",2022,ACR,,,,,,
ACR470,CAMM5470-D,ACR470,MMC,COP,9/1/21,8/31/22,2022,"13,254",n/a,3/21/23,8 years,n/a,8/31/22,Perennial CN9-1 AMM Flare Project,"Perennial CMM West Virginia, LLC","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=470,n/a,0,0,0,0,0,0,0,n/a," 	13,254 ",,2023,ACR,,,,,,
ACR471,CAOD5471-A,ACR471,ODS,COP,3/17/19,3/18/19,2019,"35,887",n/a,6/25/19,3 years,1/14/20,3/18/19,Tradewater ODS 21,"Tradewater, LLC","SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=471,n/a,0,0,0,"35,877",0,10,0,n/a, 	-   ," 	35,887 ",2019,ACR,,,,,,
ACR472,CAOD5472-A,ACR472,ODS,COP,4/1/19,4/2/19,2019,"83,594",n/a,7/23/19,3 years,5/25/21,4/2/19,Tradewater ODS 22,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=472,n/a,0,0,0,362,0,"33,232",0,n/a," 	50,000 "," 	83,594 ",2019,ACR,,,,,,
ACR473,CAOD5473-A,ACR473,ODS,COP,3/27/19,5/27/19,2019,"125,403",n/a,12/18/19,3 years,6/21/22,5/27/19,A-Gas 2019-5,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=473,n/a,0,0,0,"125,403",0,0,0,n/a, 	-   ," 	125,365 ",2019,ACR,,,,,,
ACR474,CAOD5474-A,ACR474,ODS,COP,5/29/19,7/15/19,2019,"149,835",n/a,12/18/19,3 years,6/21/22,7/15/19,A-Gas 2019-6,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=474,n/a,0,0,0,"124,597",0,"25,238",0,n/a, 	-   ," 	149,790 ",2019,ACR,,,,,,
ACR475,CAOD5475-A,ACR475,ODS,COP,5/17/19,8/8/19,2019,"91,017",n/a,12/18/19,3 years,6/21/22,8/8/19,A-Gas 2019-7,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=475,n/a,0,0,0,0,0,"90,023",0,n/a, 	994 ," 	91,017 ",2019,ACR,,,,,,
ACR482,CAOD5482-A,ACR482,ODS,COP,5/9/19,5/12/19,2019,"101,230",n/a,7/23/19,3 years,6/8/21,5/12/19,Tradewater ODS 23,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=482,n/a,0,0,0,0,0,0,0,n/a," 	101,230 "," 	101,230 ",2019,ACR,,,,,,
ACR488,CAOD5488-A,ACR488,ODS,COP,6/3/19,6/5/19,2019,"83,226",n/a,8/13/19,3 years,6/22/21,6/5/19,Tradewater ODS 24,"Tradewater, LLC","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=488,n/a,0,0,0,0,0,"33,226",0,n/a," 	50,000 "," 	83,226 ",2019,ACR,,,,,,
ACR492,CAOD5492-A,ACR492,ODS,COP,7/1/19,7/3/19,2019,"84,831",n/a,12/18/19,3 years,2/23/21,7/3/19,Tradewater ODS 25,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=492,n/a,0,0,0,0,0,0,0,n/a," 	84,831 "," 	84,831 ",2019,ACR,,,,,,
ACR493,CAMM5493-A,ACR493,MMC,COP,6/5/19,12/31/19,2019,"36,033",n/a,11/23/20,3 years,10/26/21,12/31/19,Marshall County Flare 1,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=493,n/a,0,0,0,"34,327",0,0,0,n/a," 	1,706 "," 	36,033 ",2020,ACR,,,,,,
ACR493,CAMM5493-B,ACR493,MMC,COP,1/1/20,12/31/20,2020,"65,942",n/a,10/26/21,3 years,12/27/22,12/31/20,Marshall County Flare 1,"McElroy Green Marketing, LLC",SCS Engineers,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=493,n/a,0,0,0,0,0,0,0,n/a," 	65,942 "," 	65,942 ",2021,ACR,,,,,,
ACR493,CAMM5493-C,ACR493,MMC,COP,1/1/21,12/31/21,2021,"79,907",n/a,12/27/22,3 years,n/a,12/31/21,Marshall County Flare I,"McElroy Green Marketing, LLC","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=493,n/a,0,0,0,0,0,0,0,n/a," 	79,907 "," 	79,907 ",2022,ACR,,,,,,
ACR493,CAMM5493-D,ACR493,MMC,COP,1/1/22,12/31/22,2022,"79,813",n/a,9/26/23,8 years,n/a,12/31/22,Marshall County Flare I,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=493,n/a,0,0,0,0,0,0,0,n/a," 	79,813 ",,2023,ACR,,,,,,
ACR495,CAOD5495-A,ACR495,ODS,COP,7/27/19,7/29/19,2019,"84,842",n/a,12/18/19,3 years,2/23/21,7/29/19,Tradewater ODS 26,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=495,n/a,0,0,0,0,"24,351",0,0,n/a," 	60,491 "," 	84,842 ",2019,ACR,,,,,,
ACR496,CAOD5496-A,ACR496,ODS,COP,8/16/19,9/10/19,2019,"51,610",n/a,12/18/19,3 years,1/11/22,9/10/19,A-Gas 2019-Misc,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=496,n/a,0,0,0,0,0,"28,380",0,n/a," 	23,230 "," 	51,610 ",2019,ACR,,,,,,
ACR497,CAOD5497-A,ACR497,ODS,COP,8/15/19,9/14/19,2019,"42,038",n/a,2/11/20,8 years,n/a,9/14/19,A-Gas 2019-8,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=497,n/a,0,0,0,"42,038",0,0,0,n/a, 	-   ," 	42,038 ",2020,ACR,,,,,,
ACR500,CAOD5500-A,ACR500,ODS,COP,8/26/19,9/1/19,2019,"106,355",n/a,12/18/19,3 years,2/23/21,9/1/19,Tradewater ODS 27,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=500,n/a,0,0,0,0,"3,643",0,0,n/a," 	102,712 "," 	106,355 ",2019,ACR,,,,,,
ACR503,CAOD5503-A,ACR503,ODS,COP,9/15/19,10/3/19,2019,"136,444",n/a,3/24/20,8 years,n/a,10/3/19,A-Gas 2019-9,"Reclamation Technologies, Inc.","GHD Services, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=503,n/a,0,0,0,"76,631",0,"36,444",0,n/a," 	23,369 "," 	136,444 ",2020,ACR,,,,,,
ACR510,CAOD5510-A,ACR510,ODS,COP,9/11/19,9/13/19,2019,"70,400",n/a,11/12/19,8 years,n/a,9/13/19,Hudson Tech 2019-6,Hudson Technologies Company,"SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=510,n/a,0,0,0,"70,400",0,0,0,n/a, 	-   ," 	70,400 ",2019,ACR,,,,,,
ACR517,CAOD5517-A,ACR517,ODS,COP,10/21/19,10/23/19,2019,"129,697",n/a,12/18/19,3 years,3/23/21,10/23/19,Tradewater ODS 28,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=517,n/a,0,0,0,"7,962",0,232,0,n/a," 	121,503 "," 	129,697 ",2019,ACR,,,,,,
ACR520,CAOD5520-A,ACR520,ODS,COP,11/24/19,11/25/19,2019,"79,438",n/a,1/28/20,3 years,3/23/21,11/25/19,Tradewater ODS 29,"Tradewater, LLC","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=520,n/a,0,0,0,0,0,0,0,n/a," 	79,438 "," 	79,438 ",2020,ACR,,,,,,
ACR521,CAOD5521-A,ACR521,ODS,COP,10/9/19,12/2/19,2019,"62,007",n/a,5/12/20,3 years,10/11/22,12/2/19,A-Gas 1-2020,"Reclamation Technologies, Inc.","Ruby Canyon Engineering, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=521,n/a,0,0,0,"42,007",0,"12,285",0,n/a," 	7,715 "," 	62,007 ",2020,ACR,,,,,,
