Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,"220,439,110",Total ARB Credits Retired:,"163,158,520"
CAR749,CAFR0063-F,CAR749,Forest,EA,2/21/11,12/31/11,2011,"43,399"," 	5,371 ",2/24/15,3 years,9/13/16,2/24/15,Green Assets – Middleton Avoided Conversion,"Middleton Place, LLC","Environmental Services, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=749," 	5,371 ",0,"17,516","20,512",0,0,0,0,"On 4/11/2023, CARB retired all 5,371 credits from the buffer pool for the CAFR0070/CAFR5063 uncompensated early project termination (pursuant to section 95983(c)(4)(C))."," 	5,371 ", 	818 ,2015,CAR,,,,,,
CAR749,CAFR0063-G,CAR749,Forest,EA,1/1/12,12/31/12,2012,"50,485"," 	6,243 ",2/24/15,3 years,9/13/16,2/24/15,Green Assets – Middleton Avoided Conversion,"Middleton Place, LLC","Environmental Services, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=749," 	6,243 ",0,0,"44,242",0,0,0,0,"On 4/11/2023, CARB retired all 6,243 credits from the buffer pool for the CAFR0070/CAFR5063 uncompensated early project termination (pursuant to section 95983(c)(4)(C))."," 	6,243 "," 	50,485 ",2015,CAR,,,,,,
CAR749,CAFR0063-H,CAR749,Forest,EA,1/1/13,12/31/13,2013,"50,451"," 	6,243 ",2/24/15,3 years,9/13/16,2/24/15,Green Assets – Middleton Avoided Conversion,"Middleton Place, LLC","Environmental Services, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=749," 	6,243 ","2,000",0,"37,241",0,0,0,0,"2,000 credits were voluntarily retired in September 2015; on 4/11/2023, CARB retired all 6,243 credits from the buffer pool for the CAFR0070/CAFR5063 uncompensated early project termination (pursuant to section 95983(c)(4)(C))."," 	11,210 "," 	50,451 ",2015,CAR,,,,,,
CAR762,CALS0111-A,CAR762,Livestock,EA,1/1/14,7/31/14,2014,"2,762",n/a,5/10/16,3 years,2/21/17,5/10/16,Maple Leaf Dairy East,"Maple Leaf Dairy, Inc.","SES, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=762,n/a,0,0,"2,762",0,0,0,0,n/a, 	-   ," 	2,762 ",2016,CAR,,,,,,
CAR775,CALS0015-A,CAR775,Livestock,EA,1/27/11,10/31/11,2011,"10,633",n/a,2/11/14,3 years,5/10/16,2/11/14,District 45 Dairy,"Camco International Group, Inc.","SES, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=775,n/a,0,"10,051",582,0,0,0,0,n/a, 	-   ," 	10,633 ",2014,CAR,,,,,,
CAR775,CALS0015-B,CAR775,Livestock,EA,11/1/11,10/31/12,2012,"10,811",n/a,5/13/14,3 years,5/10/16,5/13/14,District 45 Dairy,"Camco International Group, Inc.","SES, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=775,n/a,0,"10,811",0,0,0,0,0,n/a, 	-   ," 	10,811 ",2014,CAR,,,,,,
CAR775,CALS0015-C,CAR775,Livestock,EA,11/1/12,10/31/13,2013,"21,466",n/a,9/9/14,3 years,5/10/16,9/9/14,District 45 Dairy,"Camco International Group, Inc.","SES, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=775,n/a,0,"21,466",0,0,0,0,0,n/a, 	-   ," 	21,466 ",2014,CAR,,,,,,
CAR775,CALS0015-D,CAR775,Livestock,EA,11/1/13,10/31/14,2014,"14,766",n/a,9/22/15,3 years,5/10/16,9/22/15,District 45 Dairy,"Camco International Group, Inc.","SES, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=775,n/a,0,0,"14,766",0,0,0,0,n/a, 	-   ," 	14,586 ",2015,CAR,,,,,,
CAR777,CAFR0064-A,CAR777,Forest,EA,4/14/11,12/31/11,2011,"1,245,840"," 	196,843 ",11/9/15,3 years,8/13/19,11/9/15,Yurok Tribe Sustainable Forest Project,Yurok Tribe,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=777, 	-   ,"1,500",0,"801,916","196,084",0,"49,497",0,"1,283 credits were voluntarily retired in February 2019, and 217 more credits were voluntarily retired in August 2022."," 	196,843 "," 	1,245,840 ",2015,CAR,,,,,,
CAR777,CAFR0064-B,CAR777,Forest,EA,1/1/12,12/31/12,2012,"31,284"," 	4,943 ",11/9/15,3 years,8/13/19,11/9/15,Yurok Tribe Sustainable Forest Project,Yurok Tribe,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=777, 	-   ,0,0,"26,341",0,0,0,0,n/a," 	4,943 "," 	31,284 ",2015,CAR,,,,,,
CAR777,CAFR0064-C,CAR777,Forest,EA,1/1/13,12/31/13,2013,"29,731"," 	4,698 ",11/9/15,3 years,8/13/19,11/9/15,Yurok Tribe Sustainable Forest Project,Yurok Tribe,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=777, 	-   ,0,0,"25,033",0,0,0,0,n/a," 	4,698 "," 	29,731 ",2015,CAR,,,,,,
CAR777,CAFR0064-D,CAR777,Forest,EA,1/1/14,12/31/14,2014,"23,286"," 	3,680 ",8/31/16,3 years,8/13/19,8/31/16,Yurok Tribe Sustainable Forest Project,Yurok Tribe,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=777, 	-   ,0,0,"19,606",0,0,0,0,n/a," 	3,680 "," 	29,415 ",2016,CAR,,,,,,
CAR780,CAFR0088-A,CAR780,Forest,EA,8/30/10,12/31/10,2010,"150,017"," 	28,804 ",9/8/15,3 years,12/26/17,9/8/15,Finite Carbon – Shannondale Tree Farm,"Shannondale Carbon, LLC",SCS Global Services,MO,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=780, 	-   ,0,0,"121,213",0,0,0,0,n/a," 	28,804 "," 	150,017 ",2015,CAR,,,,,,
CAR780,CAFR0088-B,CAR780,Forest,EA,1/1/11,12/31/11,2011,"3,214", 	618 ,9/8/15,3 years,12/26/17,9/8/15,Finite Carbon – Shannondale Tree Farm,"Shannondale Carbon, LLC",SCS Global Services,MO,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=780, 	-   ,0,0,"2,596",0,0,0,0,n/a, 	618 ," 	3,214 ",2015,CAR,,,,,,
CAR780,CAFR0088-C,CAR780,Forest,EA,1/1/12,12/31/12,2012,"11,353"," 	2,373 ",8/31/16,3 years,12/26/17,8/31/16,Finite Carbon – Shannondale Tree Farm,"Shannondale Carbon, LLC",SCS Global Services,MO,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=780, 	-   ,0,0,0,0,0,0,"6,126","In May 2018, 6,126 credits surrendered by the offset project operator to meet the obligation for the CAFR5057 reversal were retired."," 	5,227 "," 	11,353 ",2016,CAR,,,,,,
CAR780,CAFR0088-D,CAR780,Forest,EA,1/1/13,12/31/13,2013,"6,002"," 	1,255 ",8/31/16,3 years,12/26/17,8/31/16,Finite Carbon – Shannondale Tree Farm,"Shannondale Carbon, LLC",SCS Global Services,MO,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=780, 	-   ,0,0,0,0,0,0,"4,747","In May 2018, 4,747 credits surrendered by the offset project operator to meet the obligation for the CAFR5057 reversal were retired."," 	1,255 "," 	6,002 ",2016,CAR,,,,,,
CAR781,CAOD0076-A,CAR781,ODS,EA,6/25/10,6/28/10,2010,"27,437",n/a,11/25/14,8 years,n/a,11/25/14,Pure Chem Domestic ODS Destruction Project #2,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=781,n/a,0,0,"27,437",0,0,0,0,n/a, 	-   ," 	35,437 ",2014,CAR,,,,,,
CAR784,CAOD0005-A,CAR784,ODS,EA,11/22/10,12/20/10,2010,"100,000",n/a,1/21/14,8 years,n/a,1/21/14,ECC-ODS-PA-001,Environmental Credit Corp.,"SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=784,n/a,0,"100,000",0,0,0,0,0,n/a, 	-   ," 	106,398 ",2014,CAR,,,,,,
CAR784,CAOD0005-A2,CAR784,ODS,EA,11/22/10,12/20/10,2010,"6,398",n/a,2/11/14,8 years,n/a,2/11/14,ECC-ODS-PA-001,Environmental Credit Corp.,"SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=784,n/a,0,"2,491","3,907",0,0,0,0,n/a, 	-   ," 	106,398 ",2014,CAR,,,,,,
CAR784,CAOD0005-B,CAR784,ODS,EA,8/3/11,8/9/11,2011,"94,621",n/a,1/21/14,8 years,n/a,1/21/14,ECC-ODS-PA-001,Environmental Credit Corp.,"SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=784,n/a,0,"94,621",0,0,0,0,0,n/a, 	-   ," 	109,653 ",2014,CAR,,,,,,
CAR784,CAOD0005-C,CAR784,ODS,EA,5/12/11,5/23/11,2011,"109,653",n/a,11/25/14,8 years,n/a,11/25/14,ECC-ODS-PA-001,Environmental Credit Corp.,"SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=784,n/a,0,"30,120","79,533",0,0,0,0,n/a, 	-   ," 	109,653 ",2014,CAR,,,,,,
CAR786,CAOD0069-A,CAR786,ODS,EA,7/25/11,7/27/11,2011,"27,951",n/a,1/13/15,8 years,n/a,1/13/15,ECC-ODS-CA-002,Environmental Credit Corp.,"Ruby Canyon Engineering, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=786,n/a,0,"7,951","20,000",0,0,0,0,n/a, 	-   ," 	47,593 ",2015,CAR,,,,,,
CAR793,CAMM0098-A,CAR793,MMC,EA,5/4/12,10/31/12,2012,"44,583",n/a,2/24/15,3 years,9/26/17,2/24/15,Verdeo McElroy VAM Abatement Project,"Verdeo McElroy, LLC","SES, Inc.",WV,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=793,n/a,0,"44,550",33,0,0,0,0,n/a, 	-   ," 	44,583 ",2015,CAR,,,,,,
CAR793,CAMM0098-B,CAR793,MMC,EA,11/1/12,10/31/13,2013,"152,828",n/a,2/24/15,3 years,9/26/17,2/24/15,Verdeo McElroy VAM Abatement Project,"Verdeo McElroy, LLC","SES, Inc.",WV,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=793,n/a,0,"111,471","41,357",0,0,0,0,n/a, 	-   ," 	134,940 ",2015,CAR,,,,,,
CAR794,CALS0122-A,CAR794,Livestock,EA,8/1/12,7/31/13,2013,"10,426",n/a,7/12/16,3 years,2/26/19,7/12/16,Farm Power Lynden Anaerobic Digester,The Climate Trust,"Ruby Canyon Engineering, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=794,n/a,0,0,"10,426",0,0,0,0,n/a, 	-   ," 	8,706 ",2016,CAR,,,,,,
CAR795,CAOD0065-A,CAR795,ODS,EA,4/20/11,5/6/11,2011,"33,097",n/a,2/25/14,8 years,n/a,2/25/14,WSO 2011 1,"Wilshire Stanford Offsets, LLC","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=795,n/a,0,"33,097",0,0,0,0,0,n/a, 	-   ," 	33,097 ",2014,CAR,,,,,,
CAR795,CAOD0065-B,CAR795,ODS,EA,9/19/11,9/27/11,2011,"54,406",n/a,2/25/14,8 years,n/a,2/25/14,WSO 2011 1,"Wilshire Stanford Offsets, LLC","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=795,n/a,0,"44,462","9,944",0,0,0,0,n/a, 	-   ," 	33,097 ",2014,CAR,,,,,,
CAR799,CALS0086-A,CAR799,Livestock,EA,5/25/11,12/31/11,2011,"7,402",n/a,4/7/15,3 years,12/27/16,4/7/15,CSE AZ Facility I,"CSE Operating I, LLC",NSF International,AZ,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=799,n/a,0,"7,402",0,0,0,0,0,n/a, 	-   ," 	7,402 ",2015,CAR,,,,,,
CAR799,CALS0086-B,CAR799,Livestock,EA,1/1/12,12/31/12,2012,"14,412",n/a,4/7/15,3 years,12/27/16,4/7/15,CSE AZ Facility I,"CSE Operating I, LLC",NSF International,AZ,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=799,n/a,0,"14,412",0,0,0,0,0,n/a, 	-   ," 	14,412 ",2015,CAR,,,,,,
CAR802,CAFR0027-A,CAR802,Forest,EA,1/1/05,12/31/05,2005,"5,809"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,297","2,297",0,0,0,n/a," 	1,215 "," 	5,809 ",2015,CAR,,,,,,
CAR802,CAFR0027-B,CAR802,Forest,EA,1/1/06,12/31/06,2006,"5,809"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,297","2,297",0,0,0,n/a," 	1,215 "," 	5,809 ",2015,CAR,,,,,,
CAR802,CAFR0027-C,CAR802,Forest,EA,1/1/07,12/31/07,2007,"5,809"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,297","2,297",0,0,0,n/a," 	1,215 "," 	5,809 ",2015,CAR,,,,,,
CAR802,CAFR0027-D,CAR802,Forest,EA,1/1/08,12/31/08,2008,"5,809"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,604","1,990",0,0,0,n/a," 	1,215 "," 	5,809 ",2015,CAR,,,,,,
CAR802,CAFR0027-E,CAR802,Forest,EA,1/1/09,12/31/09,2009,"5,809"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,297","1,262",0,0,0,n/a," 	2,250 "," 	5,809 ",2015,CAR,,,,,,
CAR802,CAFR0027-F,CAR802,Forest,EA,1/1/10,12/31/10,2010,"5,811"," 	1,215 ",10/27/15,8 years,n/a,10/27/15,Blue Source – Noles South Avoided Conversion Forest Project,Michael A. Noles,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802, 	-   ,0,0,"2,298",0,0,0,0,n/a," 	3,513 "," 	5,811 ",2015,CAR,,,,,,
CAR804,CAOD0017-A,CAR804,ODS,EA,5/27/11,6/15/11,2011,"37,359",n/a,11/12/13,3 years,5/12/15,11/12/13,EOS-CAR2011 Domestic,"EOS Climate, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"12,359","25,000",0,0,0,0,n/a, 	-   ," 	113,474 ",2013,CAR,,,,,,
CAR804,CAOD0017-A2,CAR804,ODS,EA,5/27/11,6/15/11,2011,"9,980",n/a,4/22/14,3 years,5/12/15,4/22/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,0,"9,980",0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-B,CAR804,ODS,EA,4/16/11,4/20/11,2011,"87,641",n/a,1/21/14,3 years,5/12/15,1/21/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"54,921","32,720",0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-C,CAR804,ODS,EA,11/8/11,11/19/11,2011,"87,863",n/a,2/11/14,8 years,n/a,2/11/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"87,863",0,0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-D,CAR804,ODS,EA,7/1/11,7/26/11,2011,"127,688",n/a,11/25/14,8 years,n/a,11/25/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"70,000","57,688",0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-E,CAR804,ODS,EA,9/3/11,9/28/11,2011,"117,427",n/a,11/25/14,8 years,n/a,11/25/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"66,142","51,285",0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-F,CAR804,ODS,EA,10/24/11,10/27/11,2011,"67,022",n/a,11/25/14,3 years,6/9/15,11/25/14,EOS-CAR2011 Domestic,"EOS Climate, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,0,"67,022",0,0,0,0,n/a, 	-   ," 	113,474 ",2014,CAR,,,,,,
CAR804,CAOD0017-G,CAR804,ODS,EA,2/24/11,4/1/11,2011,"63,474",n/a,1/13/15,8 years,n/a,1/13/15,EOS-CAR2011 Domestic,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,"38,060","25,414",0,0,0,0,n/a, 	-   ," 	113,474 ",2015,CAR,,,,,,
CAR804,CAOD0017-G2,CAR804,ODS,EA,2/24/11,4/1/11,2011,"50,000",n/a,10/13/15,8 years,n/a,10/13/15,EOS-CAR2011 Domestic,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=804,n/a,0,0,"50,000",0,0,0,0,n/a, 	-   ," 	113,474 ",2015,CAR,,,,,,
CAR805,CAOD0077-A,CAR805,ODS,EA,1/28/11,1/31/11,2011,"55,730",n/a,11/25/14,8 years,n/a,11/25/14,Pure Chem Domestic ODS Destruction Project #3,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=805,n/a,0,"55,730",0,0,0,0,0,n/a, 	-   ," 	55,730 ",2014,CAR,,,,,,
CAR806,CALS0093-A,CAR806,Livestock,EA,8/11/11,12/31/11,2011,"3,194",n/a,4/7/15,3 years,11/22/16,4/7/15,Southern Generation,"Solar & Renewables Management, LLC",NSF International,AZ,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=806,n/a,0,"3,194",0,0,0,0,0,n/a, 	-   ," 	3,194 ",2015,CAR,,,,,,
CAR806,CALS0093-B,CAR806,Livestock,EA,1/1/12,12/31/12,2012,"8,412",n/a,4/7/15,3 years,11/22/16,4/7/15,Southern Generation,"Solar & Renewables Management, LLC",NSF International,AZ,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=806,n/a,0,"8,412",0,0,0,0,0,n/a, 	-   ," 	8,412 ",2015,CAR,,,,,,
CAR813,CALS0003-A,CAR813,Livestock,EA,11/16/08,12/31/08,2008,7,n/a,2/25/14,8 years,n/a,2/25/14,Coyne Farms,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=813,n/a,0,0,7,0,0,0,0,n/a, 	-   , 	7 ,2014,CAR,,,,,,
CAR813,CALS0003-B,CAR813,Livestock,EA,1/1/09,12/31/09,2009,333,n/a,2/25/14,8 years,n/a,2/25/14,Coyne Farms,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=813,n/a,0,95,238,0,0,0,0,n/a, 	-   , 	333 ,2014,CAR,,,,,,
CAR813,CALS0003-C,CAR813,Livestock,EA,1/1/10,12/31/10,2010,"1,267",n/a,2/25/14,8 years,n/a,2/25/14,Coyne Farms,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=813,n/a,0,"1,267",0,0,0,0,0,n/a, 	-   ," 	1,267 ",2014,CAR,,,,,,
CAR813,CALS0003-D,CAR813,Livestock,EA,1/1/11,9/27/11,2011,707,n/a,2/25/14,8 years,n/a,2/25/14,Coyne Farms,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=813,n/a,0,217,490,0,0,0,0,n/a, 	-   , 	707 ,2014,CAR,,,,,,
CAR818,CAOD0053-A,CAR818,ODS,EA,3/19/12,5/17/12,2012,"90,214",n/a,5/27/14,8 years,n/a,5/27/14,RemTec International ODS Destruction Domestic Project #1,"Reclamation Technologies, Inc.","First Environment of California, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=818,n/a,0,0,"90,214",0,0,0,0,n/a, 	-   ," 	90,214 ",2014,CAR,,,,,,
CAR818,CAOD0053-B,CAR818,ODS,EA,6/3/11,6/16/11,2011,"95,487",n/a,8/12/14,8 years,n/a,8/12/14,RemTec International ODS Destruction Domestic Project #1,"Reclamation Technologies, Inc.","SES, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=818,n/a,0,"26,654","68,833",0,0,0,0,n/a, 	-   ," 	95,487 ",2014,CAR,,,,,,
CAR818,CAOD0053-C,CAR818,ODS,EA,8/5/11,8/25/11,2011,"24,912",n/a,8/12/14,8 years,n/a,8/12/14,RemTec International ODS Destruction Domestic Project #1,"Reclamation Technologies, Inc.","SES, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=818,n/a,0,"18,451","6,461",0,0,0,0,n/a, 	-   ," 	95,487 ",2014,CAR,,,,,,
CAR831,CALS0007-A,CAR831,Livestock,EA,1/1/09,12/31/09,2009,697,n/a,3/25/14,8 years,n/a,3/25/14,Fessenden Dairy,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=831,n/a,0,0,697,0,0,0,0,n/a, 	-   , 	697 ,2014,CAR,,,,,,
CAR831,CALS0007-B,CAR831,Livestock,EA,1/1/10,12/31/10,2010,980,n/a,3/25/14,8 years,n/a,3/25/14,Fessenden Dairy,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=831,n/a,0,980,0,0,0,0,0,n/a, 	-   , 	980 ,2014,CAR,,,,,,
CAR831,CALS0007-C,CAR831,Livestock,EA,1/1/11,9/27/11,2011,350,n/a,3/25/14,8 years,n/a,3/25/14,Fessenden Dairy,Environmental Credit Corp.,"SES, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=831,n/a,0,0,350,0,0,0,0,n/a, 	-   , 	350 ,2014,CAR,,,,,,
CAR832,CAOD0067-A,CAR832,ODS,EA,6/1/11,6/4/11,2011,"30,061",n/a,3/25/14,3 years,4/21/15,3/25/14,Pure Chem Domestic ODS Destruction Project #4,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=832,n/a,0,0,"30,061",0,0,0,0,n/a, 	-   ," 	30,061 ",2014,CAR,,,,,,
CAR833,CAOD0068-A,CAR833,ODS,EA,7/19/11,7/23/11,2011,"21,870",n/a,5/13/14,3 years,4/21/15,5/13/14,Pure Chem Domestic ODS Destruction Project #5,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=833,n/a,0,0,"21,870",0,0,0,0,n/a, 	-   ," 	21,870 ",2014,CAR,,,,,,
CAR833,CAOD0068-B,CAR833,ODS,EA,8/12/11,8/16/11,2011,"70,737",n/a,11/25/14,8 years,n/a,11/25/14,Pure Chem Domestic ODS Destruction Project #5,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=833,n/a,0,"20,000","50,737",0,0,0,0,n/a, 	-   ," 	21,870 ",2014,CAR,,,,,,
CAR833,CAOD0068-C,CAR833,ODS,EA,10/12/11,11/3/11,2011,"38,704",n/a,5/12/15,8 years,n/a,5/12/15,Pure Chem Domestic ODS Destruction Project #5,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=833,n/a,0,0,"38,704",0,0,0,0,n/a, 	-   ," 	21,870 ",2015,CAR,,,,,,
CAR833,CAOD0068-D,CAR833,ODS,EA,12/6/11,1/25/12,2012,"102,276",n/a,5/12/15,3 years,11/23/15,5/12/15,Pure Chem Domestic ODS Destruction Project #5,"Pure Chem Separation, LP","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=833,n/a,0,0,"102,276",0,0,0,0,n/a, 	-   ," 	71,821 ",2015,CAR,,,,,,
CAR836,CALS0008-A,CAR836,Livestock,EA,7/9/09,12/31/09,2009,869,n/a,9/8/15,8 years,n/a,9/8/15,Miedema Dairy,Environmental Credit Corp.,"Ruby Canyon Engineering, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=836,n/a,0,0,869,0,0,0,0,n/a, 	-   , 	869 ,2015,CAR,,,,,,
CAR836,CALS0008-B,CAR836,Livestock,EA,1/1/10,12/31/10,2010,"1,469",n/a,9/8/15,8 years,n/a,9/8/15,Miedema Dairy,Environmental Credit Corp.,"Ruby Canyon Engineering, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=836,n/a,0,0,"1,469",0,0,0,0,n/a, 	-   ," 	1,469 ",2015,CAR,,,,,,
CAR836,CALS0008-C,CAR836,Livestock,EA,1/1/11,8/31/11,2011,"1,330",n/a,9/8/15,8 years,n/a,9/8/15,Miedema Dairy,Environmental Credit Corp.,"Ruby Canyon Engineering, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=836,n/a,0,0,"1,330",0,0,0,0,n/a, 	-   ," 	1,330 ",2015,CAR,,,,,,
