Date,Open,High,Low,Close,Volume,Project Name,Credits Issued
2021-04-07,29.549999237060547,29.584999084472656,29.209999084472656,22.21752548217773,130800,GS1247 VPA 34 Improved Kitchen Regimes: Kaliro Safe Water Project,549.0
2021-04-07,29.549999237060547,29.584999084472656,29.209999084472656,22.21752548217773,130800,GS1247 VPA 35 Improved Kitchen Regimes: Kaliro Safe Water Project,549.0
2021-04-07,29.549999237060547,29.584999084472656,29.209999084472656,22.21752548217773,130800,GS1247 VPA 49 Improved Kitchen Regimes:Kaliro Safe Water Project,549.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 1 Improved Kitchen Regimes: Bugesera Rwanda,505.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 2 Improved Kitchen Regimes: Kole District Borehole Project Uganda,399.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 7 Improved Kitchen Regimes: Kamabuye (Bugesera) Rwanda,403.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 8 Improved Kitchen Regimes: Ruhuha (Bugesera) Rwanda,406.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 9 Improved Kitchen Regimes: Mareba (Bugesera) Rwanda,384.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 10 Improved Kitchen Regimes: Nyarugenge (Bugesera) Rwanda,399.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 12 Improved Kitchen Regimes: Shyara (Bugesera) Rwanda,401.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 13 Improved Kitchen Regimes MUSENYI (Bugesera) Rwanda,399.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 14 Improved Kitchen Regimes NTARAMA (Bugesera) Rwanda,405.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 15 Improved Kitchen Regimes NYAMATA (Bugesera) Rwanda,406.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 16 Improved Kitchen Regimes: Mwogo (Bugesera) Rwanda,392.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 17 Improved Kitchen Regimes Bugesera Rwanda,405.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 18 Improved Kitchen Regimes Bugesera Rwanda,400.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 38 Improved Kitchen Regimes: Bugesera Rwanda,405.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,GS1247 VPA 39 Improved Kitchen Regimes: Bugesera Rwanda,400.0
2021-04-08,29.459999084472656,29.459999084472656,29.13999938964844,22.149394989013672,160500,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),751.0
2021-04-09,29.270000457763672,29.36000061035156,29.100000381469727,22.17967414855957,233300,Captura de carbono en San Rafael Ixtapalucan,1330.0
2021-04-09,29.270000457763672,29.36000061035156,29.100000381469727,22.17967414855957,233300,Captura de carbono en San Rafael Ixtapalucan,4384.0
2021-04-13,29.88999938964844,29.93000030517578,29.38999938964844,22.34621238708496,243300,Blue Mountain Biogas,553.0
2021-04-14,29.700000762939453,29.700000762939453,29.350000381469727,22.39011573791504,201500,Virginia Highlands I,30277.0
2021-04-14,29.700000762939453,29.700000762939453,29.350000381469727,22.39011573791504,201500,GS1247 VPA 208 Sierra Leone Safe Water,518.0
2021-04-14,29.700000762939453,29.700000762939453,29.350000381469727,22.39011573791504,201500,GS1247 VPA 209 Sierra Leone Safe Water,274.0
2021-04-14,29.700000762939453,29.700000762939453,29.350000381469727,22.39011573791504,201500,GS1247 VPA 210 Sierra Leone Safe Water,335.0
2021-04-14,29.700000762939453,29.700000762939453,29.350000381469727,22.39011573791504,201500,GS1247 VPA 212 Sierra Leone Safe Water,46.0
2021-04-19,30.11000061035156,30.1200008392334,29.549999237060547,22.50517845153809,220400,Gualala River Forest - ARB,43459.0
2021-04-19,30.11000061035156,30.1200008392334,29.549999237060547,22.50517845153809,220400,TUIK RUCH LEW IMPROVED COOKSTOVE PROJECT FOR LAKE ATITLAN,331.0
2021-04-19,30.11000061035156,30.1200008392334,29.549999237060547,22.50517845153809,220400,TUIK RUCH LEW IMPROVED COOKSTOVE PROJECT FOR LAKE ATITLAN,644.0
2021-04-20,30.040000915527344,30.36000061035156,29.934999465942383,22.982080459594727,474100,Reforestation Sierra Piura,65.0
2021-04-20,30.040000915527344,30.36000061035156,29.934999465942383,22.982080459594727,474100,Reforestation Sierra Piura,648.0
2021-04-20,30.040000915527344,30.36000061035156,29.934999465942383,22.982080459594727,474100,Reforestation Sierra Piura,291.0
2021-04-20,30.040000915527344,30.36000061035156,29.934999465942383,22.982080459594727,474100,Reforestation Sierra Piura,623.0
2021-04-20,30.040000915527344,30.36000061035156,29.934999465942383,22.982080459594727,474100,Reforestation Sierra Piura,420.0
2021-04-21,30.600000381469727,31.0,30.520000457763672,23.46654891967773,362900,Finite Carbon - Lyme Logan IFM,157102.0
2021-04-23,31.209999084472656,31.56999969482422,31.200000762939453,23.89803123474121,489800,Finite Carbon - Passamaquoddy Tribe IFM,140773.0
2021-04-27,31.93000030517578,32.09000015258789,31.600000381469727,24.0570011138916,322800,Moccasin Mike Landfill Gas Project,40967.0
2021-04-27,31.93000030517578,32.09000015258789,31.600000381469727,24.0570011138916,322800,Athens-Clarke County Landfill Project,30946.0
2021-04-29,32.220001220703125,32.220001220703125,31.850000381469727,24.28409576416016,350000,The Breathing Space Improved Cooking Stoves Programme India - VPA No. 08 Envirofit,43.0
2021-05-04,32.52000045776367,32.52000045776367,32.099998474121094,24.526330947875977,297800,Boden Creek Ecological Preserve Forest Carbon Project,162.0
2021-05-05,32.61000061035156,32.70000076293945,32.45000076293945,24.70043563842773,244200,Durban Landfill-gas-to-electricity project – Mariannhill and La Mercy Landfills - CER Conversion,541.0
2021-05-05,32.61000061035156,32.70000076293945,32.45000076293945,24.70043563842773,244200,Joburg Landfill Gas to Energy Project. - CER Conversion,61.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 190 Zambia Eastern Province Safe Water Project,69.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 190 Zambia Eastern Province Safe Water Project,836.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 191 Zambia Eastern Province Safe Water Project,114.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 191 Zambia Eastern Province Safe Water Project,560.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 192 Zambia Eastern Province Safe Water Project,159.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 192 Zambia Eastern Province Safe Water Project,828.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 193 Zambia Eastern Province Safe Water Project,335.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 194 Zambia Eastern Province Safe Water Project,23.0
2021-05-06,33.27000045776367,33.27000045776367,32.84000015258789,24.904823303222656,298600,GS1247 VPA 194 Zambia Eastern Province Safe Water Project,813.0
2021-05-07,33.38999938964844,33.93000030517578,33.11000061035156,25.68451499938965,647700,Hernando County Landfill Electric Generation,59827.0
2021-05-07,33.38999938964844,33.93000030517578,33.11000061035156,25.68451499938965,647700,Hernando County Landfill Electric Generation,16594.0
2021-05-10,34.88999938964844,34.88999938964844,34.150001525878906,26.01759147644043,729900,Finite Carbon - Potlatch Moro Big Pine CE IFM,17081.0
2021-05-10,34.88999938964844,34.88999938964844,34.150001525878906,26.01759147644043,729900,Finite Carbon - Potlatch Moro Big Pine CE IFM,22642.0
2021-05-10,34.88999938964844,34.88999938964844,34.150001525878906,26.01759147644043,729900,Captura de carbono forestal en la comunidad de San Miguel Tenextepec,699.0
2021-05-10,34.88999938964844,34.88999938964844,34.150001525878906,26.01759147644043,729900,Captura de carbono forestal en la comunidad de San Miguel Tenextepec,820.0
2021-05-10,34.88999938964844,34.88999938964844,34.150001525878906,26.01759147644043,729900,South Jordan Landfill Gas Destruction Project,198757.0
2021-05-11,34.939998626708984,34.97999954223633,34.349998474121094,26.411226272583008,918000,Captura de carbono forestal en el Ejido San Jerónimo,3055.0
2021-05-11,34.939998626708984,34.97999954223633,34.349998474121094,26.411226272583008,918000,Captura de carbono forestal en el Ejido San Jerónimo,3582.0
2021-05-12,35.43000030517578,35.805999755859375,35.255001068115234,26.978960037231445,1254100,N Fixing Microbes - Pivot Bio,3.0
2021-05-12,35.43000030517578,35.805999755859375,35.255001068115234,26.978960037231445,1254100,Captura de carbono forestal en el  Ejido Rincón de Guadalupe,1484.0
2021-05-12,35.43000030517578,35.805999755859375,35.255001068115234,26.978960037231445,1254100,Captura de carbono forestal en el  Ejido Rincón de Guadalupe,1741.0
2021-05-13,34.9900016784668,35.47999954223633,34.65999984741211,26.797286987304688,546700,Davis Landfill Gas Offset Project,118197.0
2021-05-13,34.9900016784668,35.47999954223633,34.65999984741211,26.797286987304688,546700,Johnston County Landfill Project,29938.0
2021-05-13,34.9900016784668,35.47999954223633,34.65999984741211,26.797286987304688,546700,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,853.0
2021-05-14,36.29999923706055,36.93999862670898,36.0,27.96304512023925,621700,Finite Carbon - Dingess Rum IFM,1556228.0
2021-05-14,36.29999923706055,36.93999862670898,36.0,27.96304512023925,621700,GS1290: Native Clean Water Central America: VPA (03) Haiti,270.0
2021-05-20,34.5,35.0,34.41999816894531,26.36580467224121,721600,Chugach Alaska Forest Carbon Project,95310.0
2021-05-20,34.5,35.0,34.41999816894531,26.36580467224121,721600,GS3428 - Biogas PoA Switzerland - VPA1,993.0
2021-05-24,34.95000076293945,35.0,34.70000076293945,26.267396926879883,243900,Thangarabalu Small Hydel Project at Karnataka,216.0
2021-05-25,35.119998931884766,35.38999938964844,34.880001068115234,26.638317108154297,183900,Captura de carbono forestal en la Comunidad de Rincón de Guadalupe,438.0
2021-05-25,35.119998931884766,35.38999938964844,34.880001068115234,26.638317108154297,183900,Captura de carbono forestal en la Comunidad de Rincón de Guadalupe,515.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 56 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 57 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 58 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 59 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 60 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,517.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 61 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,517.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 62 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,517.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 63 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,559.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 64 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 106 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 107 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 108 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 109 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,646.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 110 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,517.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 157 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,776.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,GS1247 VPA 158 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,517.0
2021-05-26,35.619998931884766,35.689998626708984,34.779998779296875,26.456642150878903,289800,Midilli Hydroelectric Power Plant,446.0
2021-05-27,34.79999923706055,34.81999969482422,33.95000076293945,25.88133430480957,385300,Captura de carbono forestal en el Ejido El Potrero,2437.0
2021-05-27,34.79999923706055,34.81999969482422,33.95000076293945,25.88133430480957,385300,Captura de carbono forestal en el Ejido El Potrero,2858.0
2021-05-28,34.52000045776367,34.650001525878906,33.36000061035156,26.04030036926269,278400,Captura de carbono forestal en el Ejido El Capulín,3777.0
2021-05-28,34.52000045776367,34.650001525878906,33.36000061035156,26.04030036926269,278400,Captura de carbono forestal en el Ejido El Capulín,4429.0
2021-05-28,34.52000045776367,34.650001525878906,33.36000061035156,26.04030036926269,278400,Volunteer Regional Landfill,39232.0
2021-05-28,34.52000045776367,34.650001525878906,33.36000061035156,26.04030036926269,278400,Blue Source - Bishop Improved Forest Management Project,379906.0
2021-06-02,34.150001525878906,34.4640007019043,34.0,25.95703125,252000,BEIJING 48 MW GUANTING WIND POWER PROJECT,858.0
2021-06-03,33.900001525878906,33.90999984741211,33.5,25.434711456298828,414700,Captura de carbono forestal en la comunidad de Santa María y sus Barrios,3484.0
2021-06-03,33.900001525878906,33.90999984741211,33.5,25.434711456298828,414700,Captura de carbono forestal en la comunidad de Santa María y sus Barrios,4085.0
2021-06-04,34.15999984741211,34.20000076293945,33.49800109863281,25.47256088256836,292200,Charlotte County Zemel Road Landfill Gas Capture Project,25816.0
2021-06-09,35.61000061035156,35.900001525878906,35.29999923706055,26.84270477294922,269300,May Ranch Avoided Grassland Conversion,9616.0
2021-06-09,35.61000061035156,35.900001525878906,35.29999923706055,26.84270477294922,269300,A-Gas 2-2021,56964.0
2021-06-15,34.63999938964844,34.77000045776367,34.57500076293945,26.229549407958984,189300,Arakalagudu Biodigester Project II,219.0
2021-06-16,34.83000183105469,35.04999923706055,34.099998474121094,25.83591651916504,175700,Maple Hill Landfill,72535.0
2021-06-17,33.849998474121094,34.290000915527344,33.50199890136719,25.434711456298828,456500,Finite Carbon - Upper Hudson Woodlands ATP IFM,89866.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 71 Lango Safe Water Project,604.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 72 Lango Safe Water Project,557.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 73 Lango Safe Water Project,536.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 74 Lango Safe Water Project,536.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 75 Lango Safe Water Project,400.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 76 Lango Safe Water Project,291.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 77 Lango Safe Water Project,533.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 78 Lango Safe Water Project,708.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 79 Lango Safe Water Project,557.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 80 Lango Safe Water Project,473.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 82 Lango Safe Water Project,473.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 83 Lango Safe Water Project,540.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 139 Lango Safe Water Project,532.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 140 Lango Safe Water Project,543.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 141 Lango Safe Water Project,477.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 183 Lango Safe Water Project,561.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 184 Lango Safe Water Project,561.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 185 Lango Safe Water Project,698.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 186 Lango Safe Water Project,672.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 186 Lango Safe Water Project,561.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 187 Lango Safe Water Project,735.0
2021-06-18,34.34000015258789,34.439998626708984,34.060001373291016,25.9797420501709,324200,GS1247 VPA 187 Lango Safe Water Project,612.0
2021-06-21,34.849998474121094,34.97999954223633,34.55500030517578,26.27496719360352,292800,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",828.0
2021-06-23,36.0,36.5,35.880001068115234,27.28175926208496,525300,GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA2 Bolivia,486.0
2021-06-23,36.0,36.5,35.880001068115234,27.28175926208496,525300,GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA2 Bolivia,486.0
2021-06-23,36.0,36.5,35.880001068115234,27.28175926208496,525300,GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA2 Bolivia,486.0
2021-06-23,36.0,36.5,35.880001068115234,27.28175926208496,525300,GS1247 VPA 164 EcoZoom Improved Stove Programme Uganda,9.0
2021-06-24,36.150001525878906,36.380001068115234,36.07500076293945,27.418014526367188,583400,Washington Beef LLC Greenhouse Gas and Solids Reduction Project,19959.0
2021-06-24,36.150001525878906,36.380001068115234,36.07500076293945,27.418014526367188,583400,Stotz Southern Generation,3104.0
2021-06-25,36.459999084472656,36.459999084472656,36.02000045776367,27.418014526367188,215400,Captura de carbono forestal en el Ejido San Juan,1505.0
2021-06-25,36.459999084472656,36.459999084472656,36.02000045776367,27.418014526367188,215400,Captura de carbono forestal en el Ejido San Juan,1765.0
2021-06-29,36.58000183105469,36.61000061035156,36.32400131225586,27.546701431274418,251100,Energising Indian homes by Solar rooftop projects,19.0
2021-06-30,36.52000045776367,36.9900016784668,36.52000045776367,28.000890731811523,247100,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 014,635.0
2021-06-30,36.52000045776367,36.9900016784668,36.52000045776367,28.000890731811523,247100,Gianyar Waste Recovery Project ,71.0
2021-07-01,37.619998931884766,37.6879997253418,37.34999847412109,28.50807380676269,490800,Reliance Composting Project in Cape Town,182.0
2021-07-06,37.209999084472656,37.209999084472656,35.0099983215332,26.5853328704834,974000,Roseburg LFG Energy,15226.0
2021-07-12,35.15999984741211,35.15999984741211,34.720001220703125,26.396085739135746,829100,CSE Arizona Facility,6671.0
2021-07-14,35.400001525878906,35.849998474121094,35.141998291015625,26.797286987304688,286000,Dubuque Metropolitan Sanitary Landfill,16733.0
2021-07-14,35.400001525878906,35.849998474121094,35.141998291015625,26.797286987304688,286000,Dubuque Metropolitan Sanitary Landfill,41222.0
2021-07-14,35.400001525878906,35.849998474121094,35.141998291015625,26.797286987304688,286000,Adavikanda Kuruwita Division Mini Hydro Power Project,614.0
2021-07-16,35.58000183105469,35.619998931884766,35.25,26.96382141113281,113400,Greenville County Landfill Gas Utilization Project,48407.0
2021-07-16,35.58000183105469,35.619998931884766,35.25,26.96382141113281,113400,Greenville County Landfill Gas Utilization Project,18988.0
2021-07-16,35.58000183105469,35.619998931884766,35.25,26.96382141113281,113400,Campion II Mini Hydro Power project,208.0
2021-07-19,35.400001525878906,35.47999954223633,34.82500076293945,26.44150161743164,353300,City of Thomasville MSW Landfill,33057.0
2021-07-20,34.31999969482422,34.52000045776367,34.0099983215332,26.11599922180176,291900,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",327.0
2021-07-22,34.18000030517578,34.18000030517578,33.720001220703125,25.63152885437012,308800,Captura de carbono forestal en el Ejido San Mateo,301.0
2021-07-22,34.18000030517578,34.18000030517578,33.720001220703125,25.63152885437012,308800,Captura de carbono forestal en el Ejido San Mateo,353.0
2021-07-26,35.0,35.5,34.95000076293945,26.83513832092285,359800,"4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.",44.0
2021-07-27,35.470001220703125,35.479000091552734,35.13999938964844,26.706445693969727,147700,George DeRuyter and Sons Dairy Methane Reduction Project,16917.0
2021-07-28,35.36000061035156,35.75,35.33000183105469,27.06222915649414,166500,The Cameroon Heat Retention Cooker Project,849.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 11 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 19 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 20 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 21 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 22 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 41 Gatsibo District Boreholes (GS4202),323.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 42  Gatsibo District Boreholes  (GS4203),277.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 151 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,277.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 152 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,184.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 153 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 154 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-07-29,35.68000030517578,36.018001556396484,35.5,27.2363338470459,217700,GS1247 VPA 155 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,231.0
2021-08-02,36.45000076293945,36.45500183105469,36.0,27.35745429992676,160600,Usal Redwood Forest - IFM,313156.0
2021-08-02,36.45000076293945,36.45500183105469,36.0,27.35745429992676,160600,Hilltop Sand and Gravel Landfill GHG Project,11402.0
2021-08-02,36.45000076293945,36.45500183105469,36.0,27.35745429992676,160600,Hilltop Sand and Gravel Landfill GHG Project,15608.0
2021-08-03,36.560001373291016,36.56999969482422,36.02000045776367,27.44829368591309,225400,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 009,405.0
2021-08-06,37.209999084472656,37.25,36.93000030517578,28.197710037231445,220200,Kimble Sanitary Landfill Gas Project,193750.0
2021-08-06,37.209999084472656,37.25,36.93000030517578,28.197710037231445,220200,Kimble Sanitary Landfill Gas Project,2324.0
2021-08-09,37.29999923706055,37.34000015258789,36.97999954223633,28.17500305175781,266800,"Optima KV, LLC",15122.0
2021-08-10,37.310001373291016,37.52000045776367,37.22999954223633,28.296119689941406,216900,Finite Carbon - MWF Adirondacks IFM,34893.0
2021-08-10,37.310001373291016,37.52000045776367,37.22999954223633,28.296119689941406,216900,Finite Carbon - MWF Adirondacks IFM,2541.0
2021-08-12,37.88999938964844,37.88999938964844,36.84999847412109,28.000890731811523,294900,14.70 MW Wind Power Project at Jath Maharashtra,41.0
2021-08-16,37.959999084472656,38.27999877929688,37.79999923706055,28.939558029174805,769000,TRR Landfill,51559.0
2021-08-16,37.959999084472656,38.27999877929688,37.79999923706055,28.939558029174805,769000,TRR Landfill,1191.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 45 Eritrean District Boreholes,246.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 47 Eritrean District Boreholes,222.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 48 Eritrean District Boreholes,240.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 54 Eritrean District Boreholes,230.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 55 Eritrean District Boreholes,218.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 84 Zoba Maekel Community Boreholes,229.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 85 Zoba Maekel Community Boreholes,235.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 134 Zoba Maekel Community Boreholes,205.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 135 Zoba Maekel Community Boreholes,210.0
2021-08-17,37.93999862670898,37.9900016784668,37.34000015258789,28.356674194335938,455100,GS1247 VPA 136 Zoba Maekel Community Boreholes,164.0
2021-08-20,35.650001525878906,35.88999938964844,35.400001525878906,27.077373504638672,222900,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",145253.0
